"Asutuse registrikood";"Asutuse täisnimi";"Maakond, linn/vald, küla";"Tänav/maja";"Arhiv. kp";"Lõp.akt.nimi";"Lõpet. nr";"Lõpetamise akti kuupäev";"Lõpet.kp";"Arhiivis";"E-mail"
"75014830";"Elva Lasteaed \"Õnneseen\"";"Elva linn, Tartu maakond";"Kaja 4";"";"";"";"00000000";"";"";"ONNESEEN@ELVA.EE"
"75008114";"Elva Linnaraamatukogu";"Elva linn, Tartu maakond";"Tartu mnt 3";"";"";"";"00000000";"";"";"RAAMATUKOGU@ELVA.EE"
"75008092";"Elva Linnavalitsus";"Elva linn, Tartu maakond";"Kesk 32";"";"";"";"00000000";"";"";"ELVA@ELVA.EE"
"75008189";"Elva Muusikakool";"Elva linn, Tartu maakond";"Kalda 11";"";"";"";"00000000";"";"";"MUUSIKAKOOL@ELVA.EE"
"75009941";"Emmaste Lastepäevakodu \"Naksitrallid\"";"Emmaste küla, Emmaste vald, Hiiu maakond";"";"";"";"";"00000000";"";"";""
"75009958";"Emmaste Põhikool";"Emmaste küla, Emmaste vald, Hiiu maakond";"";"";"";"";"00000000";"";"";""
"75009964";"Emmaste Raamatukogu";"Emmaste küla, Emmaste vald, Hiiu maakond";"";"";"";"";"00000000";"";"";""
"75034465";"Emmaste Vaba Aja Keskus";"Emmaste küla, Emmaste vald, Hiiu maakond";"";"00000000";"";"";"00000000";"00000000";"";"VALD@EMMASTE.EE"
"75009935";"Emmaste Vallavalitsus";"Emmaste küla, Emmaste vald, Hiiu maakond";"";"";"";"";"00000000";"";"";"VALITSUS@EMMASTE.HIIUMAA.EE"
"70009043";"Erakondade Rahastamise Järelevalve Komisjon";"Tallinn, Harju maakond";"Lossiplats 1A";"00000000";"";"";"00000000";"00000000";"";""
"75011820";"Erastvere raamatukogu-külakeskus";"Soodoma küla, Kanepi vald, Põlva maakond";"";"";"";"";"00000000";"";"";"ERASTVERE.RAAMATUKOGU@KANEPI.EE"
"75000466";"Erivajadustega Inimeste Rehabilitatsioonikeskus";"Pärnu linn, Pärnu maakond";"Riia mnt 70";"";"";"";"00000000";"";"";"PUUETE@LV.PARNU.EE"
"75014379";"Erra Lasteaed";"Erra alevik, Sonda vald, Ida-Viru maakond";"Puiestee 8";"";"";"";"00000000";"";"";"ERRALASTEAED@SONDA.EE"
"75023547";"Esku-Kamari Kool";"Esku küla, Põltsamaa vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";"ESKU.KOOL@MAIL.EE"
"75008769";"Ferdinand von Wrangell' i nimeline Roela Lasteaed-Põhikool";"Roela alevik, Vinni vald, Lääne-Viru maakond";"Järve 1";"";"";"";"00000000";"";"";"ROELA.KOOL@VINNIVALD.EE"
"75023024";"Friedebert Tuglase nim. Ahja Kool";"Ahja alevik, Ahja vald, Põlva maakond";"Tartu mnt 23";"";"";"";"00000000";"";"";"AHJAKOOL@HOT.EE"
"70003968";"G. Otsa nim Tallinna Muusikakool";"Tallinn, Harju maakond";"Vabaduse väljak 4";"";"";"";"00000000";"";"";"OTSAKOOL@OTSAKOOL.EDU.EE"
"75017596";"Gustav Adolfi Gümnaasium";"Tallinn, Harju maakond";"Suur-Kloostri 16";"";"";"";"00000000";"";"";"INFO@GAG.EE"
"75014244";"Haabersti Linnaosa Valitsus";"Tallinn, Harju maakond";"Ehitajate tee 109A";"";"";"";"00000000";"";"";"HAABERSTI@TALLINNLV.EE"
"75015730";"Haabersti Sotsiaalkeskus";"Tallinn, Harju maakond";"Õismäe tee 24";"";"";"";"00000000";"";"";"INFO@HABSOT.EU"
"75015746";"Haabersti Vaba Aja Keskus";"Tallinn, Harju maakond";"Ehitajate tee 109 A";"";"";"";"00000000";"";"";"KAIDI.LIIVE@HAABERSTI.EE"
"75018408";"Haabersti Vene Gümnaasium";"Tallinn, Harju maakond";"Õismäe tee 132";"";"";"";"00000000";"";"";"HVG@HVG.TLN.EDU.EE"
"75038813";"Haabneeme Kool";"Haabneeme alevik, Viimsi vald, Harju maakond";"Randvere tee 18";"00000000";"";"";"00000000";"00000000";"";"SIRJE.TOOMLA@VIIMSI.EDU.EE"
"75022278";"Haabsaare Raamatukogu";"Haabsaare küla, Antsla vald, Võru maakond";"";"";"";"";"00000000";"";"";""
"75013078";"Haanja Kool";"Haanja küla, Haanja vald, Võru maakond";"";"";"";"";"00000000";"";"";"KOOL@HAANJAPK.EE"
"75013032";"Haanja Raamatukogu";"Haanja küla, Haanja vald, Võru maakond";"";"";"";"";"00000000";"";"";""
"75038434";"Haanja Valla Rahvamajad";"Haanja küla, Haanja vald, Võru maakond";"Haanja Valla Rahvamajad";"00000000";"";"";"00000000";"00000000";"";"VALD@HAANJA.EE"
"75013003";"Haanja Vallavalitsus";"Haanja küla, Haanja vald, Võru maakond";"";"";"";"";"00000000";"";"";"VALD@HAANJA.EE"
"75013084";"Haanja valla hambaravikabinet";"Haanja küla, Haanja vald, Võru maakond";"";"";"";"";"00000000";"";"";""
"75012860";"Haapsalu Kultuurikeskus";"Haapsalu linn, Lääne maakond";"Posti 3";"";"";"";"00000000";"";"";"HKK@JAAM.EE"
"75012848";"Haapsalu Kunstikool";"Haapsalu linn, Lääne maakond";"Karja 6";"";"";"";"00000000";"";"";""
"70003796";"Haapsalu Kutsehariduskeskus";"Uuemõisa alevik, Ridala vald, Lääne maakond";"Ehitajate tee 3";"";"";"";"00000000";"";"";"KOOL@HKHK.EDU.EE"
"75012943";"Haapsalu Lasteaed \"Päikesejänku\"";"Haapsalu linn, Lääne maakond";"Endla 9";"";"";"";"00000000";"";"";"PAIKESEJANKU@HOT.EE"
"75012914";"Haapsalu Lasteaed \"Pääsupesa\"";"Haapsalu linn, Lääne maakond";"Niine 5";"";"";"";"00000000";"";"";"PAASUPESA@HOT.EE"
"75012920";"Haapsalu Lasteaed \"Tareke\"";"Haapsalu linn, Lääne maakond";"Põllu 6";"";"";"";"00000000";"";"";""
"75012937";"Haapsalu Lasteaed \"Tõruke\"";"Haapsalu linn, Lääne maakond";"Wiedemanni 12";"";"";"";"00000000";"";"";""
"75012908";"Haapsalu Lasteaed \"Vikerkaar\"";"Haapsalu linn, Lääne maakond";"Lihula mnt 13";"";"";"";"00000000";"";"";""
"75012952";"Haapsalu Linna Algkool";"Haapsalu linn, Lääne maakond";"Ehte 14";"";"";"";"00000000";"";"";"HLA@HOT.EE"
"75012802";"Haapsalu Linnavalitsus";"Haapsalu linn, Lääne maakond";"Posti 34";"";"";"";"00000000";"";"";"HLV@HAAPSALULV.EE"
"75012825";"Haapsalu Nikolai Kool";"Haapsalu linn, Lääne maakond";"Lihula mnt 12";"";"";"";"00000000";"";"";"VG@VG.EDU.EE"
"75012877";"Haapsalu Noorte Huvikeskus";"Haapsalu linn, Lääne maakond";"F.J. Wiedemanni 4";"";"";"";"00000000";"";"";"HELE@HAAPSALUNOOR.EE"
"75012966";"Haapsalu Põhikool";"Haapsalu linn, Lääne maakond";"Kuuse 1";"";"";"";"00000000";"";"";"KANTSELEI@HG.EDU.EE"
"75012883";"Haapsalu Sotsiaalmaja";"Haapsalu linn, Lääne maakond";"Kastani 7";"";"";"";"00000000";"";"";"HAAPSALU.SOTSMAJA@NETI.EE"
"75012972";"Haapsalu Täiskasvanute Gümnaasium";"Haapsalu linn, Lääne maakond";"Wiedemanni 4";"";"";"";"00000000";"";"";"HAAPSALUTG@HOT.EE"
"70005660";"Haapsalu Viigi Kool";"Haapsalu linn, Lääne maakond";"Suur-Mere 17";"";"";"";"00000000";"";"";"KOOL@HSIK.EDU.EE"
"75008255";"Haaslava Vallavalitsus";"Kurepalu küla, Haaslava vald, Tartu maakond";"Haaslava vallamaja";"";"";"";"00000000";"";"";"VALD@HAASLAVA.EE"
"75028128";"Hageri Muuseum";"Hageri küla, Kohila vald, Rapla maakond";"Apteegimaja";"00000000";"";"";"00000000";"00000000";"";""
"75030036";"Hageri Rahvamaja";"Hageri alevik, Kohila vald, Rapla maakond";"";"00000000";"";"";"00000000";"00000000";"";"HANA@KOHILA.EE"
"75035170";"Hageri raamatukogu";"Hageri alevik, Kohila vald, Rapla maakond";"";"00000000";"";"";"00000000";"00000000";"";"HAGERI.RAAMATUKOGU@KOHILA.EE"
"75027755";"Hagudi Põhikool";"Hagudi alevik, Rapla vald, Rapla maakond";"Kooli t 1";"";"";"";"00000000";"";"";""
"75011458";"Haiba Lasteaed \"Riisikas\"";"Haiba küla, Kernu vald, Harju maakond";"Riisipere tee 19";"";"";"";"00000000";"";"";"RIISIKAS@KERNU.EE"
"75011398";"Haiba Lastekodu";"Haiba küla, Kernu vald, Harju maakond";"Pargi tee 1";"";"";"";"00000000";"";"";"INFO@HAIBALASTEKODU.EE"
"75022966";"Haimre Rahvamaja";"Moka küla, Märjamaa vald, Rapla maakond";"";"";"";"";"00000000";"";"";"HAIMRE.KLUBI@MARJAMAA.EE"
"75001767";"Halinga Vallavalitsus";"Pärnu-Jaagupi alev, Halinga vald, Pärnu maakond";"Uus 53";"";"";"";"00000000";"";"";"HALINGA@HALINGAVALD.EE"
"75013167";"Haljala Gümnaasium";"Haljala alevik, Haljala vald, Lääne-Viru maakond";"Rakvere mnt 10";"";"";"";"00000000";"";"";"KOOL@HALJALA.EE"
"75013150";"Haljala Lasteaed Pesapuu";"Haljala alevik, Haljala vald, Lääne-Viru maakond";"Schönbergi tee 1";"";"";"";"00000000";"";"";"LASTEAED@HALJALA.EE"
"75024142";"Haljala Rahvamaja";"Haljala alevik, Haljala vald, Lääne-Viru maakond";"Tallinna mnt 13";"";"";"";"00000000";"";"";"RAHVAMAJA@HALJALA.EE"
"75021238";"Haljala Vallaraamatukogu";"Haljala alevik, Haljala vald, Lääne-Viru maakond";"Tallinna mnt 13";"";"";"";"00000000";"";"";"HALJALARK@HALJALA.EE"
"75013144";"Haljala Vallavalitsus";"Haljala alevik, Haljala vald, Lääne-Viru maakond";"Rakvere mnt 3";"";"";"";"00000000";"";"";"HALJALA@HALJALA.EE"
"75010080";"Halliste Lasteaed Pääsuke";"Pornuse küla, Halliste vald, Viljandi maakond";"Õisu 7";"";"";"";"00000000";"";"";"VALD@HALLISTE.EE"
"75010097";"Halliste Põhikool";"Pornuse küla, Halliste vald, Viljandi maakond";"";"";"";"";"00000000";"";"";"KOOL@HALLISTE.VIL.EE"
"75015953";"Halliste Raamatukogu";"Halliste alevik, Halliste vald, Viljandi maakond";"Nurme 3-8";"";"";"";"00000000";"";"";"VALD@HALLISTE.EE"
"75015901";"Halliste Rahvamaja";"Halliste alevik, Halliste vald, Viljandi maakond";"Klubi 5";"";"";"";"00000000";"";"";"VALD@HALLISTE.EE"
"75010074";"Halliste Vallavalitsus";"Halliste alevik, Halliste vald, Viljandi maakond";"Viljandi mnt 20";"";"";"";"00000000";"";"";"VALD@HALLISTE.EE"
"75027040";"Hanikase Raamatukogu";"Hanikase küla, Orava vald, Põlva maakond";"";"";"";"";"00000000";"";"";""
"75014020";"Hanila Vallavalitsus";"Kõmsi küla, Hanila vald, Lääne maakond";"Keskuse tee 3";"";"";"";"00000000";"";"";"VV@HANILA.EE"
"75034330";"Hargla Kool";"Hargla küla, Taheva vald, Valga maakond";"";"00000000";"";"";"00000000";"00000000";"";"HARGLA.PK@MAIL.EE"
"75006049";"Hargla Maakultuurimaja";"Hargla küla, Taheva vald, Valga maakond";"";"";"";"";"00000000";"";"";"INFO@TAHEVA.EE"
"75006032";"Hargla Raamatukogu";"Hargla küla, Taheva vald, Valga maakond";"Kirikumõisa 5-6";"";"";"";"00000000";"";"";"HARGLARMTK.SULEV@MAIL.EE"
"70000740";"Haridus- ja Teadusministeerium";"Tartu linn, Tartu maakond";"Munga 18";"";"";"";"00000000";"";"";"HM@HM.EE"
"75036027";"Hariduse Tugiteenuste Keskus";"Tartu linn, Tartu maakond";"Tartu, Tähe 56";"00000000";"";"";"00000000";"00000000";"";"HO@RAAD.TARTU.EE"
"74001728";"Harju Maakohus";"Tallinn, Harju maakond";"Liivalaia 24";"00000000";"";"";"00000000";"00000000";"";"HARJUMK.INFO@JUST.EE"
"75014540";"Harju Maakonnaraamatukogu";"Keila linn, Harju maakond";"Keskväljak 15";"";"";"";"00000000";"";"";"INFO@HCL.EE"
"70002452";"Harju Maavalitsus";"Tallinn, Harju maakond";"Roosikrantsi 12";"";"";"";"00000000";"";"";"INFO@HARJU.MAAVALITSUS.EE"
"75020173";"Harju-Risti Raamatukogu";"Harju-Risti küla, Padise vald, Harju maakond";"";"";"";"";"00000000";"";"";""
"70002466";"Harjumaa Muuseum";"Keila linn, Harju maakond";"Linnuse 9";"";"";"";"00000000";"";"";"MUUSEUM@HMK.EE"
"70000255";"Harjumaa Veterinaarkeskus";"Tallinn, Harju maakond";"Västriku 2b";"";"";"";"00000000";"";"";"INFO.HARJU@VET.AGRI.EE"
"75014190";"Harku Lasteaed";"Harku alevik, Harku vald, Harju maakond";"Instituudi tee 5";"";"";"";"00000000";"";"";""
"75028329";"Harku Raamatukogu";"Harku alevik, Harku vald, Harju maakond";"Instituudi tee 5";"00000000";"";"";"00000000";"00000000";"";""
"75014132";"Harku Vallavalitsus";"Tabasalu alevik, Harku vald, Harju maakond";"Kallaste tn 12";"";"";"";"00000000";"";"";"HARKU@HARKU.EE"
"75037239";"Harku Vallavolikogu Kantselei";"Harku vald, Harju maakond";"Kallaste tn 12, Tabasalu alevik";"00000000";"";"";"00000000";"00000000";"";"SIIRI.RAAGMETS@HARKU.EE"
"70001082";"Harku ja Murru Vangla";"Harku alevik, Harku vald, Harju maakond";"Pikk 19";"";"";"";"00000000";"";"";"HARKUJAMURRUV.INFO@JUST.EE"
"75014161";"Harkujärve Põhikool";"Harkujärve küla, Harku vald, Harju maakond";"Jaan Venteri tee 1";"";"";"";"00000000";"";"";"HARKU.JARVE@MAIL.EE"
"75014764";"Harmi Põhikool";"Harmi küla, Kõue vald, Harju maakond";"";"";"";"";"00000000";"";"";"KOOL@HARMI.EE"
"75005601";"Heimtali Põhikool";"Heimtali küla, Viljandi vald, Viljandi maakond";"Pargi ring 1";"";"";"";"00000000";"";"";"KOOL@HEIMTALI.VIL.EE"
"75027442";"Heimtali Rahvaraamatukogu";"Heimtali küla, Viljandi vald, Viljandi maakond";"Raudna tee 22";"";"";"";"00000000";"";"";"ANU.GRYNBERG@MAIL.EE"
"70005619";"Heino Elleri nimeline Tartu Muusikakool";"Tartu linn, Tartu maakond";"Lossi 15";"";"";"";"00000000";"";"";"KOOL@TMK.EE"
"75005937";"Heliloojate Kappide Majamuuseum";"Suure-Jaani v-linn, Suure-Jaani vald, Viljandi maakond";"Tallinna mnt 30";"";"";"";"00000000";"";"";""
"75027123";"Hellamaa Külakeskus";"Hellamaa küla, Muhu vald, Saare maakond";"";"00000000";"";"";"00000000";"00000000";"";""
"75019862";"Hellamaa Perekeskus";"Hellamaa küla, Pühalepa vald, Hiiu maakond";"";"";"";"";"00000000";"";"";""
"75020871";"Hellamaa Raamatukogu";"Hellamaa küla, Muhu vald, Saare maakond";"";"";"";"";"00000000";"";"";""
"75019891";"Hellamaa Rahvaraamatukogu";"Tempa küla, Pühalepa vald, Hiiu maakond";"";"";"";"";"00000000";"";"";""
"75007646";"Hellenurme Külaraamatukogu";"Hellenurme küla, Palupera vald, Valga maakond";"";"";"";"";"00000000";"";"";""
"75007623";"Hellenurme Maakultuurimaja";"Hellenurme küla, Palupera vald, Valga maakond";"";"";"";"";"00000000";"";"";""
"75004837";"Helme Koduloomuuseum";"Kirikuküla küla, Helme vald, Valga maakond";"";"";"";"";"00000000";"";"";""
"75004808";"Helme Raamatukogu";"Linna küla, Helme vald, Valga maakond";"";"";"";"";"00000000";"";"";""
"75004777";"Helme Vallavalitsus";"Tõrva linn, Valga maakond";"Tartu tn 20";"";"";"";"00000000";"";"";"POSTIPOISS@HELME.EE"
"70001834";"Hiiu Maavalitsus";"Kärdla linn, Hiiu maakond";"Leigri väljak 5";"";"";"";"00000000";"";"";"INFO@HIIU.MAAVALITSUS.EE"
"75009792";"Hiiu Valla Kultuuri ja Vaba Aja Keskus";"Kärdla linn, Hiiu maakond";"Rookopli 18";"";"";"";"00000000";"";"";"KULTUURIKESKUS@HIIUVALD.EE"
"75009390";"Hiiu Valla Lasteaed";"Kärdla linn, Hiiu maakond";"Kalda 11";"";"";"";"00000000";"";"";"LASTEAED@HIIUVALD.EE"
"75009384";"Hiiu Valla Raamatukogu";"Kärdla linn, Hiiu maakond";"Rookopli 18";"";"";"";"00000000";"";"";"RAAMATUKOGU@HIIUVALD.EE"
"75028269";"Hiiu Valla Sotsiaalkeskus";"Kärdla linn, Hiiu maakond";"Vabaduse 47";"00000000";"";"";"00000000";"00000000";"";"ELLE@SOTSIAALKESKUS.EE"
"75038612";"Hiiu Vallavalitsus";"Kärdla vallasisene linn, Hiiu vald, Hiiu maakond";"Keskväljak 5a";"00000000";"";"";"00000000";"00000000";"";"VALITSUS@HIIUVALD.EE"
"70002549";"Hiiumaa Ametikool";"Suuremõisa küla, Pühalepa vald, Hiiu maakond";"";"";"";"";"00000000";"";"";"HIIUMAA.AMETIKOOL@HAK.EDU.EE"
"70009758";"Hiiumaa Gümnaasium";"Hiiu vald, Hiiu maakond";"Uus tn 4";"00000000";"";"";"00000000";"00000000";"";""
"75039451";"Hiiumaa Loodus- ja Tegevuskeskus";"Käina alevik, Käina vald, Hiiu maakond";"Mäe 4";"00000000";"";"";"00000000";"00000000";"";"VALITSUS@KAINA.HIIUMAA.EE"
"75035039";"Hiiumaa Noorsootöö Keskus";"Kärdla linn, Hiiu maakond";"Uus 4/5";"00000000";"";"";"00000000";"00000000";"";"NTK@HIIUVALD.EE"
"70000243";"Hiiumaa Veterinaarkeskus";"Käina alevik, Käina vald, Hiiu maakond";"Hiiu mnt 3";"";"";"";"00000000";"";"";"INFO.HIIU@VET.AGRI.EE"
"75009361";"Holstre Kool";"Holstre küla, Viljandi vald, Viljandi maakond";"Kooli tee 1";"";"";"";"00000000";"";"";"KOOL@HOLSTRE.VIL.EE"
"75009355";"Holstre Raamatukogu";"Holstre küla, Viljandi vald, Viljandi maakond";"Holstre postkontor";"";"";"";"00000000";"";"";"HOLSTRERAAMAT@HOT.EE"
"75015232";"Hooldekodu \"Härmalõng\"";"Kastre küla, Mäksa vald, Tartu maakond";"";"";"";"";"00000000";"";"";"HARMALONG@HOT.EE"
"75038285";"Hooldekodu Pihlakobar";"Mõniste küla, Mõniste vald, Võru maakond";"Mendise";"00000000";"";"";"00000000";"00000000";"";"HOOLDEKODU@MONISTE.EE"
"75010281";"Hoolekandeasutus \"Sügis\"";"Sillamäe linn, Ida-Viru maakond";"Tskalovi 1";"";"";"";"00000000";"";"";"SUGIS48@MAIL.RU"
"75006807";"Hugo Treffneri Gümnaasium";"Tartu linn, Tartu maakond";"Munga 12";"";"";"";"00000000";"";"";"KANTSELEI@HTG.TARTU.EE"
"75001193";"Hummuli Hoolekandekeskus";"Hummuli alevik, Hummuli vald, Valga maakond";"Hummuli alevik 154-7/8";"";"";"";"00000000";"";"";"HOOLDEKODU@HUMMULIVV.EE"
"75001224";"Hummuli Külaraamatukogu";"Hummuli alevik, Hummuli vald, Valga maakond";"";"";"";"";"00000000";"";"";""
"75001247";"Hummuli Põhikool";"Hummuli alevik, Hummuli vald, Valga maakond";"";"";"";"";"00000000";"";"";""
"75001230";"Hummuli Rahvamaja";"Hummuli alevik, Hummuli vald, Valga maakond";"";"";"";"";"00000000";"";"";""
"75001218";"Hummuli Valla Lasteaed \"Sipsik\"";"Hummuli alevik, Hummuli vald, Valga maakond";"Hummuli alevik 154-13-14";"";"";"";"00000000";"";"";""
"75001187";"Hummuli Vallavalitsus";"Hummuli alevik, Hummuli vald, Valga maakond";"";"";"";"";"00000000";"";"";"VALD@HUMMULIVV.EE"
"70007446";"Häirekeskus";"Tallinn, Harju maakond";"Osmussaare 2";"00000000";"";"";"00000000";"00000000";"";"112@112.EE"
"75036228";"Häädemeeste Hooldekodu";"Häädemeeste vald, Pärnu maakond";"Lasteaia tn 11";"00000000";"";"";"00000000";"00000000";"";""
"75030639";"Häädemeeste Huvikeskus";"Häädemeeste alevik, Häädemeeste vald, Pärnu maakond";"Pärnu mnt 32";"00000000";"";"";"00000000";"00000000";"";"AIREKOOP@HOT.EE"
"75000851";"Häädemeeste Keskkool";"Häädemeeste alevik, Häädemeeste vald, Pärnu maakond";"Kooli 10";"";"";"";"00000000";"";"";"HDMKOOL1@UNINET.EE"
"75000806";"Häädemeeste Lasteaed";"Häädemeeste alevik, Häädemeeste vald, Pärnu maakond";"Pärnu mnt 27";"";"";"";"00000000";"";"";"HDMLASTEAED@HOT.EE"
"75035157";"Häädemeeste Muuseum";"Häädemeeste alevik, Häädemeeste vald, Pärnu maakond";"Kooli 9";"00000000";"";"";"00000000";"00000000";"";"PUKK2@HOT.EE"
"75000822";"Häädemeeste Muusikakool";"Häädemeeste alevik, Häädemeeste vald, Pärnu maakond";"Pärnu mnt 32";"";"";"";"00000000";"";"";"HDMMUUSKOOL@HOT.EE"
"75000868";"Häädemeeste Raamatukogu";"Häädemeeste alevik, Häädemeeste vald, Pärnu maakond";"Pärnu mnt 27";"";"";"";"00000000";"";"";"HAADEMEESTE@PKR.EE"
"75018704";"Häädemeeste Sotsiaalkeskus";"Häädemeeste alevik, Häädemeeste vald, Pärnu maakond";"Lasteaia tn 11";"";"";"";"00000000";"";"";"HSK@HAADEMEESTE.EE"
"75000785";"Häädemeeste Vallavalitsus";"Häädemeeste alevik, Häädemeeste vald, Pärnu maakond";"Pärnu mnt 13";"";"";"";"00000000";"";"";"INFO@HAADEMEESTE.EE"
"75012417";"Hüüru Raamatukogu";"Hüüru küla, Saue vald, Harju maakond";"";"";"";"";"00000000";"";"";""
"70001449";"Ida-Viru Maavalitsus";"Jõhvi v-linn, Jõhvi vald, Ida-Viru maakond";"Keskväljaku 1";"";"";"";"00000000";"";"";"INFO@IDA-VIRU.MAAVALITSUS.EE"
"70007742";"Ida-Virumaa Kutsehariduskeskus";"Jõhvi linn, Ida-Viru maakond";"Kutse 13";"00000000";"";"";"00000000";"00000000";"";"JUHIABI@IVK.EDU.EE"
"70000119";"Ida-Virumaa Veterinaarkeskus";"Jõhvi v-linn, Jõhvi vald, Ida-Viru maakond";"Viru 5a";"";"";"";"00000000";"";"";"INFO.IV@VET.AGRI.EE"
"75013670";"Iisaku Gümnaasium";"Iisaku alevik, Iisaku vald, Ida-Viru maakond";"Tartu mnt 62";"";"";"";"00000000";"";"";"IISAKU@IISAKU.EDU.EE"
"75013687";"Iisaku Hooldekodu";"Iisaku alevik, Iisaku vald, Ida-Viru maakond";"Tervise 7";"";"";"";"00000000";"";"";""
"75013693";"Iisaku Kunstide Kool";"Iisaku alevik, Iisaku vald, Ida-Viru maakond";"Tartu mnt 62";"";"";"";"00000000";"";"";"IISAKUKUNSTIDEKOOL@HOT.EE"
"75013701";"Iisaku Lasteaed \"Kurekell\"";"Iisaku alevik, Iisaku vald, Ida-Viru maakond";"Tartu mnt 56";"";"";"";"00000000";"";"";"KAARIN.KASK@IISAKU.EE"
"75013718";"Iisaku Raamatukogu";"Iisaku alevik, Iisaku vald, Ida-Viru maakond";"Tartu mnt 62";"";"";"";"00000000";"";"";"RAAMATUKOGU@IISAKU.EDU.EE"
"75013724";"Iisaku Rahvamaja";"Iisaku alevik, Iisaku vald, Ida-Viru maakond";"Tartu mnt 22";"";"";"";"00000000";"";"";""
"75038919";"Iisaku Spordikeskus";"Iisaku alevik, Iisaku vald, Ida-Viru maakond";"Tartu mnt 62";"00000000";"";"";"00000000";"00000000";"";""
"75013641";"Iisaku Vallavalitsus";"Iisaku alevik, Iisaku vald, Ida-Viru maakond";"Tartu mnt 56";"";"";"";"00000000";"";"";"IISAKUVV@IISAKU.EE"
"75024923";"Illuka Kool";"Illuka küla, Illuka vald, Ida-Viru maakond";"";"";"";"";"00000000";"";"";""
"75004843";"Illuka Vallavalitsus";"Illuka küla, Illuka vald, Ida-Viru maakond";"";"";"";"";"00000000";"";"";"ILLUKA@ILLUKAVV.EE"
"75015427";"Ilmatsalu Muusikakool";"Ilmatsalu alevik, Tähtvere vald, Tartu maakond";"Kooli tee 5";"";"";"";"00000000";"";"";"MUUSIKAKOOL@ILMATSALU.EE"
"75015410";"Ilmatsalu Põhikool";"Ilmatsalu alevik, Tähtvere vald, Tartu maakond";"Kooli tee 5";"";"";"";"00000000";"";"";"KOOL@ILMATSALU.EE"
"75015447";"Ilmatsalu Raamatukogu";"Ilmatsalu alevik, Tähtvere vald, Tartu maakond";"Kooli tee 5";"";"";"";"00000000";"";"";"RAAMATUKOGU@ILMATSALU.EE"
"75015433";"Ilmatsalu lasteaed Lepatriinu";"Ilmatsalu alevik, Tähtvere vald, Tartu maakond";"Pargi tee 4";"";"";"";"00000000";"";"";"INFO@LEPATRIINULA.EE"
"75028625";"Imavere Päevakeskus";"Imavere vald, Järva maakond";"";"00000000";"";"";"00000000";"00000000";"";"IMAVERE@IMAVEREVV.PAIDE.EE"
"75004872";"Imavere Põhikool";"Imavere küla, Imavere vald, Järva maakond";"";"";"";"";"00000000";"";"";""
"75004903";"Imavere Raamatukogu";"Imavere küla, Imavere vald, Järva maakond";"";"";"";"";"00000000";"";"";""
"75004895";"Imavere Rahvamaja";"Imavere küla, Imavere vald, Järva maakond";"Kiigevere tee 5";"";"";"";"00000000";"";"";"MERIKE.TOUART@IMAVEREVV.EE"
"75035223";"Imavere Valla Avatud Noortekeskus";"Imavere küla, Imavere vald, Järva maakond";"Kiigevere tee 5";"00000000";"";"";"00000000";"00000000";"";"REIMA.NOMMIK@IMAVEREVV.EE"
"75004866";"Imavere Vallavalitsus";"Imavere küla, Imavere vald, Järva maakond";"Viljandi mnt 11";"";"";"";"00000000";"";"";"IMAVERE@IMAVEREVV.EE"
"75004889";"Imavere lasteaed \"Mõmmi\"";"Imavere küla, Imavere vald, Järva maakond";"";"";"";"";"00000000";"";"";""
"75021882";"Ingliste Rahvaraamatukogu";"Ingliste küla, Kehtna vald, Rapla maakond";"";"";"";"";"00000000";"";"";"INGLISTER.@HOT.EE"
"75019264";"Iru Hooldekodu";"Tallinn, Harju maakond";"Hooldekodu tee 2";"";"";"";"00000000";"";"";"IRU@IRUHK.EE"
"75002117";"J.V.Veski nimeline Maarja Põhikool";"Maarja-Magdaleena küla, Tabivere vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";"MAARJAKK@HOT.EE"
"75031946";"Jaanimõisa Külakeskus";"Mooste vald, Põlva maakond";"Jaanimõisa küla 2-4";"00000000";"";"";"00000000";"00000000";"";"ARLIS33@HOT.EE"
"75017604";"Jakob Westholmi Gümnaasium";"Tallinn, Harju maakond";"Kevade 8";"";"";"";"00000000";"";"";"WESTHOLM@WESTHOLM.TLN.EDU.EE"
"75001201";"Jeti Päevakeskus";"Jeti küla, Hummuli vald, Valga maakond";"";"";"";"";"00000000";"";"";"MAIMU@HUMMULIVV.EE"
"75006243";"Juhan Liivi nim. Alatskivi Keskkool";"Alatskivi alevik, Alatskivi vald, Tartu maakond";"Kooli tn 1";"";"";"";"00000000";"";"";"KOOL@ALATSKIVI.EDU.EE"
"70000898";"Justiitsministeerium";"Tallinn, Harju maakond";"Tõnismägi 5a";"";"";"";"00000000";"";"";"INFO@JUST.EE"
"75010996";"Juurikaru Põhikool";"Säästla küla, Vändra vald, Pärnu maakond";"";"";"";"";"00000000";"";"";"JUURIKARU05@HOT.EE"
"75023881";"Juuru Eduard Vilde Kool";"Juuru alevik, Juuru vald, Rapla maakond";"Tallinna mnt.18";"00000000";"";"";"00000000";"00000000";"";"KOOL@JUURU.EDU.EE"
