"Asutuse registrikood";"Asutuse t�isnimi";"Maakond, linn/vald, k�la";"T�nav/maja";"Arhiv. kp";"L�p.akt.nimi";"L�pet. nr";"L�petamise akti kuup�ev";"L�pet.kp";"Arhiivis";"E-mail";"asut_liik";"maakond";"postikood";"telefon";"faks";"tegevuala_kood";"tegevusala";"Moodust_akti_nr";"Moodust_akti_kuup�ev";"Asutamise_kuup�ev";"P�him��ruse_akti_nr.";"P�him��ruse_kinnitamise_kuup�ev.";"Kande_kuup�ev";"Ettev�tte_registri_kood";"K�rgemalseisva_asutuse_number";"P�him��ruse_akti_nr";"P�him��ruse_kinnitamise_kuup�ev";"Moodustamisakt";"P�him��ruse_akt";"Tegevusala_kirjeldus"
"75006233";"Alatskivi Vallavalitsus";"Alatskivi alevik, Alatskivi vald, Tartu maakond";"Tartu mnt 1";"";"";"";"00000000";"";"";"SEKRETAR@ALATSKIVI.EE";"
Valla ametiasutus";"78 ";"60201 ";"730 2370 ";"730 2371 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";"805 ";"16.05.1991 ";"16.05.1991 ";"17 ";"27.04.2000 ";"26.07.2000 ";"64001758 ";" ";"23 ";"23.11.2006 ";"Eesti Vabariigi Ülemnõukogu Presiidiumi seadlus ";"Alatskivi Vallavolikogu määrus \"Alatskivi valla põhimäärus\" ";"Viib praktilise tegevusega ellu õigusaktides Alatskivi vallale kui omavalitsusüksusele pandud ning vallavolikogu määrustes ja otsustes seatud ülesandeid."
"75024722";"Alavere P�hikool";"Alavere k�la, Anija vald, Harju maakond";"Kose mnt.6";"";"";"";"00000000";"";"";"RENNA.REISI@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74401 ";"604 9540 ";" ";"85312 ";"Põhikoolide tegevus ";"01/683-03 ";"11.05.1993 ";"11.05.1993 ";"17 ";"27.04.2000 ";"23.01.2001 ";" ";"75018816 ";"40 ";"17.03.2011 ";"Riigi vara munitsipaalomandusse andmise akt ";"Anija Vallavolikogu määrus \"Alavere Põhikooli põhimääruse kinnitamine\" ";"Koolikohustuslikele lastele põhihariduse omandamist võimaldav õppeasutus"
"75024745";"Alavere lasteaed \"M�mmila\"";"Alavere k�la, Anija vald, Harju maakond";"Kose mnt 5";"";"";"";"00000000";"";"";"ALAVERELASTEAED@HOT.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74401 ";"604 9544 ";" ";"85102 ";"Lasteaedade tegevus ";"01/685-03 ";"11.05.1993 ";"11.05.1993 ";"17 ";"27.04.2000 ";"23.01.2001 ";" ";"75018816 ";"86 ";"23.12.2004 ";"Riigi vara munitsipaalomandusse andmise akt ";"Anija Vallavolikogu määrus \"Alavere lasteaia nime kinnitamine, põhimääruse muutmine ja arengukava kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75004441";"Albu Laste M�ngutuba";"Albu k�la, Albu vald, J�rva maakond";"";"";"";"";"00000000";"";"";"ALBULAPS@HOT.EE";"
Valla ametiasutuse hallatav asutus";"51 ";"73402 ";"383 7799 ";" ";"85102 ";"Lasteaedade tegevus ";"30 ";"22.05.1998 ";"01.06.1998 ";"17 ";"27.04.2000 ";"20.07.2000 ";" ";"75004346 ";"12 ";"19.08.1999 ";"Albu Vallavolikogu otsus \"Albu Laste Mängutoa asutamine\" ";"Albu Vallavolikogu määrus \"Albu Laste Mängutoa põhimääruse kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75004429";"Albu P�hikool";"Albu k�la, Albu vald, J�rva maakond";"";"";"";"";"00000000";"";"";"ALBUPK@ALBU.EE";"
Valla ametiasutuse hallatav asutus";"51 ";"73402 ";"3853727,3853726 ";" ";"85312 ";"Põhikoolide tegevus ";"05/L-099-0 ";"06.09.1993 ";"06.09.1993 ";"17 ";"27.04.2000 ";"28.08.2000 ";"51001076 ";"75004346 ";"17 ";"29.12.2010 ";"Riigi vara munitsipaalomandusse andmise akt ";"Albu Vallavolikogu määrus \"Albu Põhikooli põhimäärus\" ";"Albu Põhikool on Albu valla asutusena tegutsev üldhariduskool, mis loob võimalused põhihariduse omandamiseks ja koolikohustuse täitmiseks ning mille põhiülesanne on aidata kaasa õpilase kasvamisele loovaks, mitmekülgseks isiksuseks, kes suudab ennast täisväärtuslikult teostada erinevates rollides: perekonnas, tööl ja avalikus elus ning valida oma huvide ja võimete kohast õpiteed."
"75004381";"Albu Raamatukogu";"Albu k�la, Albu vald, J�rva maakond";"";"";"";"";"00000000";"";"";"SILVI@ALBU.EE";"
Valla ametiasutuse hallatav asutus";"51 ";"73402 ";"383 7767 ";" ";"91011 ";"Raamatukogude tegevus ";"05/197-05 ";"20.10.1995 ";"20.10.1995 ";"17 ";"27.04.2000 ";"20.07.2000 ";"51001969 ";"75004346 ";"9 ";"23.04.1999 ";"Riigi vara munitsipaalomandusse andmise akt ";"Albu Vallavolikogu määrus \"Raamatukogude põhimääruste kinnitamine\" ";"Teavikute, trükiste ja andmebaaside kogumine, säilitamine ja kättesaadavaks tegemine."
"75024834";"Albu Valla Rahvamajad";"J�rva-Madise k�la, Albu vald, J�rva maakond";"";"";"";"";"00000000";"";"";"MALLE@ALBU.EE";"
Valla ametiasutuse hallatav asutus";"51 ";"73402 ";"3850794;3832326 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"17 ";"25.09.2000 ";"03.01.2001 ";"17 ";"27.04.2000 ";"29.01.2001 ";" ";"75004346 ";"28 ";"14.12.2000 ";"Albu Vallavolikogu määrus \"Albu Rahvamaja ja Ahula Rahvamaja ümberkorraldamine\" ";"Albu Vallavolikogu määrus \"Albu Valla Rahvamajad põhimäärus\" ";"Valla kultuurielu edendamine, rahvuskultuuri säilitamine ning valla elanikele oma loominguliste võimete ja oskuste arendamiseks võimaluste loomine."
"75031124";"Albu Valla Toiduait";"Albu k�la, Albu vald, J�rva maakond";"";"00000000";"";"";"00000000";"00000000";"";"ENENIINSALU@ALBU.EE";"
Valla ametiasutuse hallatav asutus";"51 ";"73402 ";"383 7698 ";"382 0501 ";"56211 ";"Toitlustamine üritustel ";"7 ";"18.03.2004 ";"26.03.2004 ";"17 ";"27.04.2000 ";"07.05.2004 ";" ";"75004346 ";"7 ";"18.03.2004 ";"Albu Vallavolikogu määrus \"Albu Valla Toiduaida moodustamine ja põhimääruse kinnitamine\" ";"Albu Vallavolikogu määrus \"Albu Valla Toiduaida moodustamine ja põhimääruse kinnitamine\" ";"Valla haridusasutustes õppivate laste ja õpilaste toitlustamine"
"75004346";"Albu Vallavalitsus";"J�rva-Madise k�la, Albu vald, J�rva maakond";"";"";"";"";"00000000";"";"";"ALBU.VALD@ALBU.EE";"
Valla ametiasutus";"51 ";"73409 ";"382 0500 ";"382 0501 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";"115 ";"22.04.1993 ";"22.04.1993 ";"17 ";"27.04.2000 ";"20.07.2000 ";"51006180 ";" ";"3 ";"23.02.2005 ";"Eesti Vabariigi Valitsuse määrus \"Omavalitsusliku staatuse andmise kohta\" ";"Albu Vallavolikogu määrus \"Albu valla põhimäärus\" ";"Viib praktilise tegevusega ellu õigusaktides kohaliku omavalitsusüksuse täitevorganile pandud ülesandeid ja lahendab kohaliku omavalitsuse või kohaliku omavalitsusorgani pädevusse antud küsimusi, kui vallavolikogu on nende lahendamise delegeerinud vallavalitsusele."
"75004458";"Albu valla asutus \"Teenus\"";"J�rva-Madise k�la, Albu vald, J�rva maakond";"";"";"";"";"00000000";"";"";"KULDAR@ALBU.EE";"
Valla ametiasutuse hallatav asutus";"51 ";"73409 ";"382 0500 ";"382 0501 ";"84123 ";"Elamu- ja kommunaalmajanduse haldus ";"16 ";"27.03.1997 ";"01.06.1997 ";"17 ";"27.04.2000 ";"20.07.2000 ";" ";"75004346 ";"14 ";"06.06.1997 ";"Albu Vallavolikogu otsus \"Munitsipaalasutuse asutamine\" ";"Albu Vallavolikogu määrus \"Albu valla asutuse \"Teenus\" põhimääruse kinnitamine\" ";"Veevarustuse ja kanalisatsioonialaste teenuste osutamine, prügiveoteenuste vahendamine, välisvalgustuse hooldamine, heakorrateenuste osutamine, sanitaartehniliste teenuste osutamine, maa-ainese kaevandamine ja müük."
"75003944";"Allikukivi Raamatukogu";"Tihemetsa alevik, Saarde vald, P�rnu maakond";"Valga mnt 21";"";"";"";"00000000";"";"";"ALLIKUKIVI@PKR.EE";"
Valla ametiasutuse hallatav asutus";"67 ";"86201 ";"449 1991 ";" ";"91011 ";"Raamatukogude tegevus ";"2 ";"22.03.1995 ";"22.03.1995 ";"17 ";"27.04.2000 ";"02.12.2015 ";"56001891 ";"75033454 ";"20 ";"19.10.2011 ";"Saarde Vallavolikogu protokolliline otsus ";"Saarde Vallavolikogu määrus \"Allikukivi Raamatukogu põhimääruse kinnitamine\" ";"Lugejaile vajaliku kirjanduse, audiovisuaalsete infokanalite ja muude üldkasutatavate dokumentide kogumine, hoidmine ja kättesaadavaks tegemine ning avalike andmepankade kasutamise võimaldamine."
"75026572";"Alu Lasteaed-Algkool";"Alu alevik, Rapla vald, Rapla maakond";"Keskuse tee 4";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"70 ";"79601 ";"486 8326 ";"486 8326 ";"85201 ";"Lasteaed-algkoolide tegevus ";"100 ";"03.05.1990 ";"01.08.1990 ";"17 ";"27.04.2000 ";"12.06.2001 ";"61006287 ";"75023361 ";"21 ";"15.11.2004 ";"Rapla Maakonnavalitsuse korraldus \"Eelarve kulude andmine alevi- ja külanõukogudele\" ";"Rapla Vallavalitsuse määrus \"Alu Lasteaed-Algkooli põhimääruse muutmine\" ";"Koolieast noorematele lastele hoiu ja alushariduse omandamise võimaldamine"
"75025615";"Ambla Kultuurikeskus";"Aravete alevik, Ambla vald, J�rva maakond";"Piibe mnt 27";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"51 ";"73501 ";"383 2245 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"31 ";"16.11.2000 ";"01.01.2001 ";"17 ";"27.04.2000 ";"12.02.2001 ";" ";"75003329 ";"27 ";"21.12.2000 ";"Ambla Vallavolikogu otsus \"Kultuurimajade ümberkorraldamine\" ";"Ambla Vallavolikogu määrus \"Ambla Kultuurikeskuse põhimäärus\" ";"Kultuurilise teenindamise tagamine ning huvi- ja seltsielu korraldamine"
"75003447";"Ambla Lasteaed-P�hikool";"Ambla alevik, Ambla vald, J�rva maakond";"Pikk 37";"";"";"";"00000000";"";"";"AMBLAPK@AMBLAPK.EDU.EE";"
Valla ametiasutuse hallatav asutus";"51 ";"73502 ";"383 4245 ";" ";"85311 ";"Lasteaed-põhikoolide tegevus ";"41 ";"13.12.2007 ";"01.09.2008 ";"17 ";"27.04.2000 ";"09.06.2000 ";"51001063 ";"75003329 ";"4 ";"28.03.2008 ";"Ambla Vallavolikogu otsus \"Ambla Põhikooli ümberkujundamine lasteaed-põhikooliks nimetusega Ambla Lasteaed-Põhikool\" ";"Ambla Vallavolikogu määrus \"Ambla Lasteaed-Põhikooli põhimäärus\" ";"Võimaldada koolieast noorematele lastele hoidu ja alushariduse omandamist"
"75003418";"Ambla Raamatukogu";"Ambla alevik, Ambla vald, J�rva maakond";"Pikk 31";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"51 ";"73502 ";"383 4117 ";" ";"91011 ";"Raamatukogude tegevus ";"05L-034-04 ";"04.12.1992 ";"04.12.1992 ";"17 ";"27.04.2000 ";"09.06.2000 ";"51001975 ";"75003329 ";"12 ";"18.05.2000 ";"Riigi vara munitsipaalomandusse andmise akt ";"Ambla Vallavolikogu määrus \"Ambla valla raamatukogude põhimääruste kinnitamine\" ";"Osutab tasuta põhiteenuseid (teavikute kohapeal kasutamine ja kojulaenutus) Ambla valla elanikele ning teistele soovijatele vastavalt rahvaraamatukogu seadusele, teistele õigusaktidele ja raamatukogu kasutamise eeskirjale."
"75003329";"Ambla Vallavalitsus";"Ambla alevik, Ambla vald, J�rva maakond";"Lai 22";"";"";"";"00000000";"";"";"INFO@AMBLA.EE";"
Valla ametiasutus";"51 ";"73502 ";"383 4038 ";"383 4038 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"11.04.1991 ";"11.04.1991 ";"17 ";"27.04.2000 ";"09.06.2000 ";"51005387 ";" ";"18 ";"19.10.2006 ";"Eesti Vabariigi Ülemnõukogu Presiidiumi seadlus ";"Ambla Vallavolikogu määrus \"Ambla valla põhimäärus\" ";"Täidab ülesandeid, mis seaduse, põhimääruse ja teiste volikogu õigusaktidega on antud vallavalitsuse pädevusse."
"70004235";"Andmekaitse Inspektsioon";"Tallinn, Harju maakond";"V�ike-Ameerika 19";"";"";"";"00000000";"";"";"INFO@AKI.EE";"
Valitsusasutus";"37 ";"10129 ";"627 4135 ";"627 4137 ";"84119 ";"Mujal liigitamata riigi haldustegevus ";" ";"15.12.1998 ";"04.01.1999 ";"17 ";"27.04.2000 ";"15.02.1999 ";" ";"70000898 ";"10 ";"14.02.2007 ";"Vabariigi Valitsuse seaduse § 66 ja Isikuandmete kaitse seaduse § 27 muutmise seadus (RT I 1998, 111, 1833) ";"Justiitsministri määrus \"Andmekaitse Inspektsiooni põhimäärus, struktuur ja koosseis\" ";"Riiklik järelevalve isikuandmete töötlemise, andmekogude pidamise ja avalikule teabele juurdepääsu üle ning muude seadusega või seaduse alusel antud õigusaktiga pandud ülesannete täitmine."
"75037854";"Anija Valla Keskraamatukogu";"Kehra v-linn, Anija vald, Harju maakond";"Laste tn 6";"00000000";"";"";"00000000";"00000000";"";"";"
Valla ametiasutuse hallatav asutus";"37 ";"74306 ";"608 4476 ";" ";"91011 ";"Raamatukogude tegevus ";"60 ";"24.11.2011 ";"01.01.2012 ";"17 ";"27.04.2000 ";"16.01.2012 ";" ";"75018816 ";"60 ";"24.11.2011 ";"Anija Vallavolikogu määrus \"Anija Valla Keskraamatukogu moodustamine ja põhimääruse kinnitamine\" ";"Anija Vallavolikogu määrus \"Anija Valla Keskraamatukogu moodustamine ja põhimääruse kinnitamine\" ";"Tagada elanikele vaba ja piiramatu juurdepääs informatsioonile, teadmistele, inimmõtte saavutustele ning kultuurile"
"75024780";"Anija Valla Kultuurikeskus";"Kehra v-linn, Anija vald, Harju maakond";"F. R. Kreutzwaldi tn 2";"";"";"";"00000000";"";"";"KULTUUR@ANIJA.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74306 ";"608 4440 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"18 ";"17.06.2010 ";"01.07.2010 ";"17 ";"27.04.2000 ";"08.07.2010 ";" ";"75018816 ";"59 ";"24.11.2011 ";"Anija Valla Kultuuri- ja Spordikeskuse jaotamine; Anija Valla Kultuurikeskuse põhimääruse kinnitamine; Anija Valla Spordikeskuse asutamine ja põhimääruse kinnitamine ";"Anija Vallavolikogu määrus \"Anija Vallavolikogu 17.06.2010 määruse nr 18 muutmine\" ";"Võimaluste loomine rahvuskultuuri, rahvakultuuri ning kohalike traditsioonide säilitamiseks ja arendamiseks. Keskuse eesmärk on pakkuda elanikkonnale kultuurialast tegevust, võimalusi huvitegevuse harrastamiseks, aktiivseks puhkuseks ja isiksuse arenguks vastavalt erinevate sihtgruppide soovidele ja eeldustele."
"75036622";"Anija Valla Spordikeskus";"Kehra v-linn, Anija vald, Harju maakond";"Spordi tn 2b";"00000000";"";"";"00000000";"00000000";"";"SPORT@ANIJA.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74306 ";"6084 175 ";"6084 488 ";"93111 ";"Spordirajatiste käitus ";"18 ";"17.06.2010 ";"01.07.2010 ";"17 ";"27.04.2000 ";"08.07.2010 ";" ";"75018816 ";"18 ";"17.06.2010 ";"Anija Valla Kultuuri- ja Spordikeskuse jaotamine; Anija Valla Kultuurikeskuse põhimääruse kinnitamine; Anija Valla Spordikeskuse asutamine ja põhimääruse kinnitamine ";"Anija Valla Kultuuri- ja Spordikeskuse jaotamine; Anija Valla Kultuurikeskuse põhimääruse kinnitamine; Anija Valla Spordikeskuse asutamine ja põhimääruse kinnitamine ";"Anija valla elanikele mitmekülgse sporditeenuse pakkumine, spordiklubide tegevuse soodustamine keskuse haldusobjektidel, valla haridusasutustele sportimisvõimaluste pakkumine, rahvaspordi arendamine Anija vallas"
"75018816";"Anija Vallavalitsus";"Kehra v-linn, Anija vald, Harju maakond";"F. R. Kreutzwaldi tn 6";"";"";"";"00000000";"";"";"ANIJA@ANIJA.EE";"
Valla ametiasutus";"37 ";"74307 ";"6199 000 ";"6199 025 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"16.01.1992 ";"16.01.1992 ";"17 ";"27.04.2000 ";"16.11.2000 ";"71011349 ";" ";"63 ";"15.12.2011 ";"Eesti Vabariigi Ülemnõukogu Presiidiumi seadlus ";"Anija Vallavolikogu määrus \"Anija valla põhimääruse muutmine \" ";"Viib praktilise tegevusega ellu õigusaktides Anija Vallale kui omavalitsusüksusele pandud ning vallavolikogu määrustes ja otsustes seatud ülesandeid"
"75014787";"Anna Haava nimeline Pala Kool";"Pala k�la, Pala vald, J�geva maakond";"";"";"";"";"00000000";"";"";"KOOL@PALA.EE";"
Valla ametiasutuse hallatav asutus";"49 ";"49401 ";"773 4654 ";" ";"85311 ";"Lasteaed-põhikoolide tegevus ";"38 ";"12.11.2004 ";"01.09.2005 ";"17 ";"27.04.2000 ";"24.10.2000 ";"41001359 ";"75014770 ";"3 ";"16.03.2005 ";"Pala Vallavolikogu otsus \"Anna Haava nim Pala Põhikooli ümberkujundamine\" ";"Pala Vallavalitsuse määrus \"Anna Haava nim Pala Kooli põhimääruse kinnitamine\" ";"Võimaldada koolieast noorematele lastele päevahoidu ja alushariduse omandamist"
"75005877";"Anna Raamatukogu";"Purdi k�la, Paide vald, J�rva maakond";"Kanarbiku tee 4";"";"";"";"00000000";"";"";"ANNA.RMK@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"51 ";"72601 ";"38 20 669 ";" ";"91011 ";"Raamatukogude tegevus ";"11 ";"29.04.1999 ";"10.05.1999 ";"17 ";"27.04.2000 ";"03.10.2000 ";"51001981 ";"75005819 ";"20 ";"25.09.2014 ";"Paide Vallavolikogu määrus \"Anna ja Tarbja raamatukogude põhimääruste kinnitamine\" ";"Paide Vallavolikogu määrus \"Anna Raamatukogu põhimäärus\" ";"Kohalike elanike vajadustest lähtuvalt vajalike teavikute kogumine, hoidmine, kättesaadavaks tegemine ning avalike andmebaaside kasutamise võimaldamine"
"75005860";"Anna Vaba Aja Maja";"Anna k�la, Paide vald, J�rva maakond";"Kanarbiku tee 4";"";"";"";"00000000";"";"";"ANNAVAM.ANNAVAM@GMAIL.COM";"
Valla ametiasutuse hallatav asutus";"51 ";"72601 ";"38 20 669 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"6 ";"30.03.2000 ";"10.04.2000 ";"17 ";"27.04.2000 ";"03.10.2000 ";"51002911 ";"75005819 ";"9 ";"28.02.2012 ";"Paide Vallavolikogu määrus \"Purdi Rahvamaja põhimääruse kinnitamine\" ";"Paide Vallavolikogu määrus \"Anna Vaba Aja Maja põhimäärus\" ";"Piirkonna kultuurielu edendamine ja korraldamine, rahvakultuuri säilitamine ja arendamine"
"75007066";"Anne Noortekeskus";"Tartu linn, Tartu maakond";"Uus 56";"";"";"";"00000000";"";"";"INFO@ANNENK.TARTU.EE";"
Linna ametiasutuse hallatav asutus";"78 ";"50606 ";"746 1768 ";"746 1762 ";"85529 ";"Muu huvikoolitus ";"115 ";"21.12.1994 ";"21.12.1994 ";"17 ";"27.04.2000 ";"03.08.2000 ";"24007372 ";"75006546 ";"439 ";"19.05.2005 ";"Tartu Linnavalitsuse haridusosakonna käskkiri \"Tartu Noorte Tehnikamaja põhikirja kinnitamine\" ";"Tartu Linnavolikogu otsus \"Lille Maja ja Anne Noortekeskuse põhimääruste kinnitamine\" ";"Teadus-tehnoloogiliste, audio-visuaalsete, seiklus- ja liikluskasvatuslike ning noorte ettevõtlikkust arendavate projektide koordineerimine ning tingimuste loomine noorte ja noorsootöötajate kaasatuse ja osaluse suurendamiseks."
"75010476";"Antsla G�mnaasium";"Antsla v.-linn, Antsla vald, V�ru maakond";"Kooli tee 14";"";"";"";"00000000";"";"";"KOOL@ANTSLAKK.EDU.EE";"
Valla ametiasutuse hallatav asutus";"86 ";"66403 ";"785 5549 ";"785 5334 ";"85313 ";"Gümnaasiumide tegevus ";"97 ";"28.06.1993 ";"01.07.1993 ";"17 ";"27.04.2000 ";"26.09.2000 ";"38001611 ";"75010418 ";"30 ";"21.12.2010 ";"Võru Maavalitsuse määrus \"Koolide üleandmine\" ";"Antsla Vallavolikogu määrus \"Antsla Gümnaasiumi põhimääruse kinnitamine\" ";"Loob õpilastele võimaluse omandada põhi- ja keskharidus."
"75010461";"Antsla Kultuuri- ja Spordikeskus";"Antsla v.-linn, Antsla vald, V�ru maakond";"Kooli tee 19";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"66403 ";"785 5269 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"144 ";"17.02.1999 ";"01.03.1999 ";"17 ";"27.04.2000 ";"26.09.2000 ";" ";"75010418 ";"8 ";"14.05.2002 ";"Antsla Vallavolikogu otsus \"Ühise kultuuri- ja spordikeskuse moodustamine\" ";"Antsla Vallavolikogu määrus \"Antsla Kultuuri- ja Spordikeskuse põhimääruse kinnitamine\" ";"Rahvakultuuri säilitamine ja arendamine ning kohalike elanike kultuurilis-meelelahutuslik teenendamine, spordielu edendamine."
"75010447";"Antsla Linnaraamatukogu";"Antsla v.-linn, Antsla vald, V�ru maakond";"Kreutzwaldi 1";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"66403 ";"785 5193 ";" ";"91011 ";"Raamatukogude tegevus ";"209 ";"16.07.1991 ";"01.08.1991 ";"17 ";"27.04.2000 ";"26.09.2000 ";" ";"75010418 ";"14 ";"27.11.2007 ";"Võru maavanema korraldus \"Haldusfunktsioonide üleandmine\" ";"Antsla Vallavolikogu määrus \"Antsla Linnaraamatukogu põhimääruse kinnitamine\" ";"Tagada elanikele vaba ja piiramatu juurdepääs informatsioonile, teadmistele ning kultuurile, toetada elukestvat õppimist ja enesetäiendamist."
"75010424";"Antsla Muusikakool";"Antsla v.-linn, Antsla vald, V�ru maakond";"Kooli tee 19";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"66403 ";"785 5220 ";" ";"85521 ";"Muusika- ja kunstikoolitus ";"209 ";"16.07.1991 ";"01.08.1991 ";"17 ";"27.04.2000 ";"26.09.2000 ";"38002007 ";"75010418 ";"4 ";"29.04.2008 ";"Võru maavanema korraldus \"Haldusfunktsioonide üleandmine\" ";"Antsla Vallavolikogu määrus \"Antsla Muusikakooli põhimääruse kinnitamine\" ";"Lastele ja noortele muusikahariduse andmine."
"75010418";"Antsla Vallavalitsus";"Antsla v.-linn, Antsla vald, V�ru maakond";"Kreutzwaldi 1";"";"";"";"00000000";"";"";"VALD@ANTSLA.EE";"
Valla ametiasutus";"86 ";"66403 ";"785 5164 ";"785 5276 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";"208 ";"29.06.1999 ";"29.06.1999 ";"17 ";"27.04.2000 ";"26.09.2000 ";"38000209 ";" ";"9 ";"15.04.2003 ";"Vabariigi Valitsuse määrus \"Haldusterritoriaalse korralduse muutmine Antsla linna ja Antsla valla osas\" ";"Antsla Vallavolikogu määrus \"Antsla valla põhimääruse uue redaktsiooni kinnitamine\" ";"Korraldab oma haldusterritooriumil sotsiaalabi ja -teenuseid, vanurite hoolekannet, elamu- ja kommunaalmajandust, veevarustust ja kanalisatsiooni, heakorda, territoriaalplaneerimist, ehitustegevust ning keskkonnakaitset, vallasisest ühistransporti, valla teede ja tänavate korrashoidu, noorsootööd"
"75003335";"Aravete Hooldekeskus";"Aravete alevik, Ambla vald, J�rva maakond";"Lasteaia 4";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"51 ";"73501 ";"383 2390 ";" ";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus ";"13 ";"16.02.1995 ";"16.02.1995 ";"17 ";"27.04.2000 ";"09.06.2000 ";"51025852 ";"75003329 ";"10 ";"20.04.2006 ";"Ambla Vallavolikogu otsus \"Aravete Tervise- ja Hooldekeskuse põhikirja kinnitamine; tegutsemisluba\" ";"Ambla Vallavolikogu määrus \"Aravete Hooldekeskuse põhimäärus\" ";"Vanurite, puuetega isikute ja teiste abivajajate hooldamine ja põetamine ööpäevaringselt."
